,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
1063,34, Private, Assoc-acdm, Separated, Other-service, Unmarried, White, Female,40, United-States,<=50K
12328,38, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,20, United-States,<=50K
23206,25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,28, United-States,<=50K
20064,23, ?, Some-college, Never-married, ?, Other-relative, White, Male,40, United-States,<=50K
4114,33, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
17619,32, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,40, United-States,<=50K
20743,26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,38, United-States,<=50K
1101,45, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,60, United-States,>50K
20460,33, State-gov, 10th, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
23622,40, Private, Bachelors, Separated, Sales, Not-in-family, White, Male,40, United-States,<=50K
18296,39, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,20, United-States,<=50K
28785,50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,40, United-States,<=50K
13083,53, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,57, United-States,<=50K
21316,45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States,>50K
8687,58, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Female,20, United-States,<=50K
19770,58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
2052,18, Private, 11th, Never-married, Other-service, Other-relative, Black, Male,20, United-States,<=50K
1132,31, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,40, Mexico,<=50K
8909,42, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,36, United-States,>50K
1247,49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
13441,32, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States,<=50K
21856,35, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,40, United-States,<=50K
18905,41, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico,<=50K
12508,37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,>50K
15195,68, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,20, United-States,<=50K
5306,29, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,55, United-States,<=50K
8136,19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States,<=50K
11336,41, State-gov, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Male,40, Puerto-Rico,<=50K
15434,29, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,40, United-States,<=50K
11960,27, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
6343,32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
13435,18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,20, United-States,<=50K
3030,60, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,40, United-States,<=50K
20465,39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,67, India,>50K
24011,21, Private, 11th, Never-married, Tech-support, Own-child, White, Female,35, United-States,<=50K
13935,51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,<=50K
1252,30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, ?,<=50K
10777,53, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,40, ?,<=50K
21717,37, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,30, United-States,<=50K
9882,43, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,50, United-States,<=50K
26772,28, Private, 10th, Never-married, Farming-fishing, Other-relative, White, Male,35, Mexico,<=50K
26539,59, State-gov, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
22155,29, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,45, Columbia,<=50K
11732,76, ?, 5th-6th, Widowed, ?, Unmarried, White, Female,40, United-States,<=50K
4088,34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,>50K
17997,30, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
25047,47, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,40, United-States,<=50K
14235,48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States,<=50K
23225,50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,<=50K
6543,75, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,15, United-States,<=50K
9149,21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,40, United-States,<=50K
25605,61, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,30, United-States,<=50K
390,35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States,>50K
13079,33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
20522,27, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,>50K
6213,36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States,>50K
20470,19, Private, 11th, Divorced, Sales, Unmarried, White, Female,20, United-States,<=50K
31556,18, Private, 12th, Never-married, Sales, Own-child, White, Female,20, United-States,<=50K
10087,50, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,32, United-States,<=50K
12694,43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,<=50K
30852,54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
8507,34, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,35, United-States,<=50K
31662,54, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,47, United-States,<=50K
980,49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,44, United-States,<=50K
26570,47, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Iran,>50K
23187,25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
723,50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,42, United-States,>50K
8928,28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, United-States,>50K
6230,31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,<=50K
20347,54, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
28776,39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
4857,57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,20, United-States,<=50K
8763,26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States,<=50K
7276,30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,60, United-States,<=50K
30966,57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
20134,39, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
23293,33, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,40, United-States,<=50K
21519,22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
31762,61, Private, 1st-4th, Widowed, Handlers-cleaners, Not-in-family, White, Female,40, United-States,<=50K
29376,35, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Male,40, United-States,<=50K
3039,46, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,>50K
22359,20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,32, United-States,<=50K
22490,23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,40, United-States,<=50K
22375,46, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,70, United-States,>50K
13385,54, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,70, United-States,>50K
5030,29, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,30, Canada,<=50K
20362,36, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,42, United-States,>50K
22107,17, Private, 10th, Never-married, Other-service, Other-relative, White, Male,40, Mexico,<=50K
26954,46, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,43, United-States,<=50K
31338,46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,45, England,>50K
25004,34, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States,<=50K
30279,29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,50, England,<=50K
19433,59, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,40, United-States,<=50K
23383,30, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,30, United-States,<=50K
17273,57, Federal-gov, HS-grad, Separated, Adm-clerical, Other-relative, Black, Female,35, United-States,<=50K
20119,28, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,<=50K
25739,35, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, India,>50K
18488,37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
13347,38, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female,35, United-States,<=50K
1603,57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States,>50K
20970,20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
22442,23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
16493,23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States,<=50K
29273,59, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,80, United-States,>50K
8312,28, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,40, United-States,<=50K
27734,38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,<=50K
31806,63, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,40, United-States,<=50K
26056,25, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Male,50, United-States,<=50K
25577,41, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, China,<=50K
32038,52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
31562,40, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,45, United-States,<=50K
19864,31, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,40, United-States,<=50K
12721,28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,>50K
28505,39, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, ?,<=50K
1216,48, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40, United-States,>50K
14874,29, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
14115,30, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,40, United-States,<=50K
24079,34, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
13901,55, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,<=50K
28621,34, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,35, United-States,<=50K
24998,21, ?, Some-college, Never-married, ?, Unmarried, White, Male,40, United-States,<=50K
28410,23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States,<=50K
24962,22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,35, United-States,<=50K
16985,57, Private, 11th, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,40, Canada,<=50K
24075,29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
31301,36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States,>50K
12430,23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States,<=50K
24445,24, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
13287,34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States,>50K
17454,51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
9999,39, Private, Some-college, Divorced, Sales, Unmarried, White, Female,40, United-States,<=50K
10507,27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,55, United-States,<=50K
26135,28, State-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,<=50K
9158,23, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States,<=50K
2154,75, Private, 10th, Widowed, Priv-house-serv, Not-in-family, White, Female,70, United-States,<=50K
12973,26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,80, ?,>50K
24442,54, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
31724,45, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,35, United-States,<=50K
17962,53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States,<=50K
3763,24, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,30, United-States,>50K
16319,22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40, United-States,<=50K
1694,44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,<=50K
11205,51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,24, United-States,>50K
16872,36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,40, United-States,<=50K
31839,28, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Male,60, United-States,<=50K
